age,gender,province
47,Male,Ontario
56,Male,Quebec
32,Female,Alberta
50,Male,Ontario
68,Female,British Columbia
76,Female,British Columbia
80,Female,Ontario
29,Female,Alberta
31,Female,Quebec
25,Male,Newfoundland and Labrador
74,Male,Ontario
44,Female,Nova Scotia
55,Male,Ontario
74,Female,Quebec
50,Male,Saskatchewan
29,Female,Quebec
58,Male,Nova Scotia
35,Male,Saskatchewan
70,Female,Ontario
70,Male,Quebec
25,Female,British Columbia
65,Male,Quebec
28,Male,Ontario
25,Male,British Columbia
24,Male,Alberta
69,Male,Nova Scotia
66,Female,New Brunswick
80,Female,Alberta
46,Female,Nova Scotia
53,Male,Saskatchewan
41,Male,Prince Edward Island
48,Female,Nova Scotia
67,Male,British Columbia
64,Female,Quebec
57,Female,Quebec
78,Female,Nova Scotia
32,Female,Newfoundland and Labrador
53,Male,Manitoba
38,Female,Ontario
65,Female,British Columbia
36,Female,Saskatchewan
71,Female,Alberta
58,Male,Ontario
53,Male,Alberta
43,Female,Alberta
65,Female,New Brunswick
55,Female,Alberta
58,Female,Ontario
60,Male,Alberta
74,Male,Ontario
33,Female,Quebec
28,Male,Quebec
26,Female,Alberta
36,Female,New Brunswick
40,Male,New Brunswick
18,Female,Manitoba
71,Female,Nova Scotia
67,Male,Ontario
69,Female,Ontario
68,Female,Alberta
36,Male,Saskatchewan
79,Female,Ontario
80,Male,Ontario
58,Male,New Brunswick
30,Male,Newfoundland and Labrador
39,Male,Ontario
37,Female,Alberta
78,Female,Nova Scotia
31,Male,Ontario
29,Female,British Columbia
38,Male,Alberta
68,Male,Ontario
28,Female,Quebec
56,Female,Ontario
37,Male,Quebec
32,Female,Saskatchewan
48,Male,Newfoundland and Labrador
46,Female,British Columbia
73,Female,Ontario
63,Female,Ontario
39,Male,Ontario
56,Male,Nova Scotia
62,Male,Ontario
65,Female,British Columbia
19,Male,Alberta
58,Male,Ontario
61,Female,British Columbia
37,Female,Manitoba
32,Male,Nova Scotia
30,Female,Quebec
76,Male,New Brunswick
59,Female,Nova Scotia
61,Male,Nova Scotia
68,Male,Ontario
80,Female,New Brunswick
54,Male,Saskatchewan
65,Female,Quebec
47,Male,Alberta
51,Female,Ontario
80,Female,Prince Edward Island
40,Male,Ontario
21,Female,Newfoundland and Labrador
58,Female,Alberta
69,Male,Quebec
26,Female,Alberta
31,Female,British Columbia
57,Male,Ontario
40,Female,Quebec
31,Female,Saskatchewan
72,Female,Ontario
56,Female,Quebec
55,Male,New Brunswick
33,Female,Alberta
62,Female,Manitoba
69,Male,Ontario
49,Male,Quebec
53,Female,Quebec
80,Male,British Columbia
23,Female,Newfoundland and Labrador
68,Female,British Columbia
60,Male,British Columbia
32,Female,Nova Scotia
70,Female,Prince Edward Island
21,Female,Manitoba
32,Female,Manitoba
68,Female,Newfoundland and Labrador
61,Female,Nova Scotia
80,Female,Saskatchewan
19,Female,Ontario
41,Male,Ontario
69,Female,Quebec
62,Female,British Columbia
57,Male,Quebec
72,Female,Quebec
52,Male,Ontario
30,Female,Nova Scotia
80,Female,Quebec
54,Male,Ontario
66,Male,Saskatchewan
80,Female,Quebec
80,Male,Ontario
74,Female,Quebec
55,Male,Ontario
50,Male,British Columbia
54,Male,Alberta
43,Female,New Brunswick
73,Male,Quebec
62,Female,New Brunswick
68,Female,Ontario
42,Female,Quebec
50,Male,Ontario
31,Male,Ontario
80,Female,Quebec
65,Female,Quebec
50,Female,Ontario
31,Female,Quebec
27,Male,British Columbia
76,Female,Quebec
30,Female,Alberta
21,Male,Saskatchewan
54,Female,New Brunswick
18,Female,Alberta
48,Male,New Brunswick
63,Female,British Columbia
25,Male,Ontario
68,Male,British Columbia
76,Female,Quebec
29,Female,Quebec
61,Male,Nova Scotia
65,Male,Quebec
64,Male,Ontario
80,Female,Manitoba
53,Female,British Columbia
36,Female,Ontario
28,Male,Ontario
51,Male,Saskatchewan
80,Female,Nova Scotia
67,Female,Newfoundland and Labrador
49,Female,Alberta
40,Female,Prince Edward Island
59,Male,Ontario
70,Male,Quebec
43,Female,Quebec
55,Male,Prince Edward Island
35,Female,British Columbia
77,Male,Ontario
25,Male,Saskatchewan
61,Male,Quebec
20,Female,British Columbia
61,Female,British Columbia
43,Male,Newfoundland and Labrador
74,Female,Manitoba
43,Male,New Brunswick
58,Female,Quebec
60,Male,Newfoundland and Labrador
45,Female,British Columbia
71,Male,Ontario
68,Female,Ontario
57,Female,British Columbia
55,Male,Quebec
80,Female,Quebec
67,Male,Quebec
80,Female,New Brunswick
52,Male,Saskatchewan
69,Female,Ontario
42,Male,Newfoundland and Labrador
65,Female,Saskatchewan
46,Female,Newfoundland and Labrador
79,Female,British Columbia
30,Male,Saskatchewan
53,Female,Quebec
71,Male,Quebec
79,Female,Ontario
78,Male,British Columbia
72,Female,British Columbia
29,Female,Alberta
69,Male,Nova Scotia
75,Female,Quebec
40,Female,Nova Scotia
29,Male,New Brunswick
60,Male,Newfoundland and Labrador
69,Female,Quebec
31,Male,Saskatchewan
51,Male,Ontario
59,Female,British Columbia
64,Female,Ontario
33,Male,New Brunswick
74,Male,British Columbia
79,Male,Manitoba
68,Male,British Columbia
63,Female,Saskatchewan
67,Male,Ontario
72,Male,Saskatchewan
45,Female,Ontario
24,Female,Quebec
68,Female,Nova Scotia
42,Male,British Columbia
31,Male,Prince Edward Island
40,Female,Manitoba
35,Female,British Columbia
80,Female,Saskatchewan
18,Male,British Columbia
79,Female,Ontario
50,Male,Ontario
70,Female,Manitoba
80,Female,Ontario
38,Male,Alberta
45,Male,Ontario
45,Male,Ontario
39,Female,Quebec
31,Female,Ontario
26,Female,Ontario
40,Male,Quebec
50,Female,Prince Edward Island
75,Female,British Columbia
23,Female,Manitoba
56,Male,Newfoundland and Labrador
34,Female,British Columbia
44,Female,British Columbia
68,Female,Nova Scotia
45,Female,Saskatchewan
75,Male,Ontario
65,Male,Ontario
65,Female,Ontario
35,Male,Ontario
47,Male,Ontario
41,Male,Ontario
38,Female,Ontario
23,Female,British Columbia
70,Female,Ontario
64,Female,Newfoundland and Labrador
22,Female,Newfoundland and Labrador
75,Male,Quebec
56,Female,Quebec
68,Female,Nova Scotia
33,Male,Quebec
33,Female,British Columbia
47,Female,Alberta
72,Male,Quebec
45,Male,Quebec
43,Male,British Columbia
54,Female,British Columbia
76,Male,Ontario
61,Male,Quebec
55,Female,Ontario
54,Female,Quebec
63,Female,Nova Scotia
54,Male,British Columbia
52,Female,Nova Scotia
40,Male,Alberta
56,Female,Newfoundland and Labrador
61,Male,Nova Scotia
80,Female,Alberta
62,Female,Quebec
68,Female,Alberta
52,Male,Quebec
26,Female,Manitoba
43,Female,Ontario
54,Female,Quebec
29,Male,Newfoundland and Labrador
66,Male,Ontario
59,Female,Nova Scotia
44,Male,Quebec
21,Male,Ontario
35,Female,New Brunswick
60,Male,Alberta
46,Female,Newfoundland and Labrador
80,Female,Ontario
36,Male,Ontario
64,Male,Manitoba
53,Female,Ontario
65,Female,Alberta
80,Male,Manitoba
49,Male,Ontario
73,Female,Prince Edward Island
57,Male,Newfoundland and Labrador
60,Female,Quebec
40,Male,Saskatchewan
20,Female,Saskatchewan
78,Female,New Brunswick
55,Male,Alberta
52,Male,Ontario
41,Male,Saskatchewan
42,Female,Ontario
26,Male,New Brunswick
37,Female,Ontario
70,Female,Ontario
80,Female,Ontario
66,Female,Quebec
80,Male,Newfoundland and Labrador
45,Female,Quebec
42,Female,New Brunswick
62,Male,Ontario
45,Female,British Columbia
48,Female,Alberta
36,Male,Quebec
69,Female,Manitoba
46,Male,Newfoundland and Labrador
68,Male,Ontario
65,Female,Prince Edward Island
69,Male,Quebec
74,Male,Manitoba
46,Male,Quebec
72,Female,Newfoundland and Labrador
76,Male,Ontario
40,Female,Alberta
58,Male,Manitoba
36,Male,Alberta
80,Male,New Brunswick
61,Female,Ontario
60,Male,British Columbia
80,Male,Nova Scotia
20,Female,Nova Scotia
29,Female,Ontario
28,Male,Ontario
65,Male,Saskatchewan
73,Male,Ontario
55,Female,Quebec
61,Female,Ontario
68,Female,Ontario
34,Female,British Columbia
80,Female,Quebec
35,Female,New Brunswick
31,Female,Ontario
62,Male,New Brunswick
71,Male,Prince Edward Island
78,Female,Ontario
67,Male,Alberta
30,Female,Manitoba
51,Female,Ontario
67,Male,Ontario
50,Female,Nova Scotia
56,Female,Quebec
31,Female,Alberta
55,Male,New Brunswick
30,Female,Newfoundland and Labrador
57,Female,Manitoba
75,Male,Ontario
50,Male,Quebec
62,Male,Ontario
41,Female,Ontario
66,Female,British Columbia
46,Female,Ontario
50,Female,Newfoundland and Labrador
38,Male,Newfoundland and Labrador
66,Female,New Brunswick
40,Male,Nova Scotia
65,Female,New Brunswick
59,Female,Ontario
76,Male,Newfoundland and Labrador
64,Male,Ontario
50,Female,Quebec
61,Male,Prince Edward Island
21,Male,Manitoba
80,Male,Nova Scotia
40,Male,British Columbia
37,Female,Prince Edward Island
57,Male,Ontario
69,Female,Quebec
53,Male,British Columbia
46,Female,Nova Scotia
39,Female,Quebec
72,Female,Ontario
79,Male,Manitoba
70,Female,Saskatchewan
35,Male,Alberta
80,Male,Ontario
39,Male,Nova Scotia
57,Male,Alberta
47,Male,Quebec
58,Female,Quebec
47,Male,British Columbia
70,Female,Manitoba
65,Male,Quebec
67,Female,Newfoundland and Labrador
73,Female,Ontario
75,Male,New Brunswick
68,Female,British Columbia
19,Female,Newfoundland and Labrador
68,Male,Prince Edward Island
24,Female,British Columbia
42,Male,Ontario
47,Male,British Columbia
49,Female,Nova Scotia
60,Female,Newfoundland and Labrador
30,Male,Alberta
80,Female,Ontario
31,Female,Newfoundland and Labrador
72,Female,Prince Edward Island
67,Female,British Columbia
75,Male,Newfoundland and Labrador
22,Female,Newfoundland and Labrador
20,Male,Manitoba
80,Female,Manitoba
58,Female,British Columbia
37,Female,Saskatchewan
25,Female,Ontario
60,Male,Ontario
34,Male,Newfoundland and Labrador
36,Female,Ontario
24,Female,Nova Scotia
58,Male,Ontario
67,Male,Prince Edward Island
51,Male,Nova Scotia
74,Female,British Columbia
52,Male,New Brunswick
33,Female,Newfoundland and Labrador
39,Female,Ontario
54,Female,British Columbia
63,Female,Quebec
33,Male,British Columbia
34,Male,Ontario
54,Male,Alberta
36,Female,Saskatchewan
31,Male,Ontario
80,Female,Manitoba
38,Male,Ontario
79,Male,British Columbia
51,Female,Alberta
49,Female,Alberta
42,Female,Quebec
72,Female,Quebec
74,Female,Ontario
58,Female,Newfoundland and Labrador
58,Male,Quebec
60,Female,Ontario
52,Female,Quebec
48,Female,Ontario
42,Male,Ontario
60,Male,Ontario
70,Female,Newfoundland and Labrador
57,Male,Saskatchewan
24,Female,British Columbia
75,Female,Saskatchewan
38,Female,Ontario
44,Female,Nova Scotia
34,Female,Nova Scotia
80,Female,Ontario
46,Male,Manitoba
65,Female,Alberta
35,Female,Quebec
48,Male,Ontario
66,Male,Newfoundland and Labrador
24,Female,British Columbia
48,Male,Alberta
38,Male,Quebec
55,Female,Manitoba
80,Male,Saskatchewan
35,Male,Quebec
52,Female,Saskatchewan
49,Male,Ontario
34,Male,Newfoundland and Labrador
80,Male,Ontario
42,Female,Ontario
50,Male,New Brunswick
59,Male,Ontario
42,Female,Alberta
36,Male,Saskatchewan
70,Female,Alberta
41,Female,Quebec
29,Male,Quebec
42,Female,Ontario
41,Male,Ontario
80,Female,Saskatchewan
45,Male,British Columbia
53,Male,Alberta
58,Female,Ontario
34,Female,Alberta
37,Female,Alberta
68,Male,Ontario
66,Female,Ontario
52,Male,Quebec
19,Male,Prince Edward Island
53,Male,Nova Scotia
72,Male,Quebec
39,Female,Ontario
36,Female,Manitoba
27,Male,Saskatchewan
39,Female,Manitoba
40,Female,Ontario
63,Female,New Brunswick
80,Female,Ontario
39,Male,Manitoba
51,Male,Quebec
29,Female,Saskatchewan
76,Male,Quebec
39,Male,Quebec
56,Female,Ontario
60,Female,Quebec
53,Male,Ontario
66,Male,Ontario
77,Male,Manitoba
74,Male,Quebec
69,Male,Ontario
57,Female,British Columbia
78,Male,Alberta
61,Male,Quebec
45,Male,Ontario
61,Male,Nova Scotia
53,Female,Nova Scotia
49,Male,Quebec
69,Female,Alberta
27,Male,Quebec
58,Female,Manitoba
78,Male,Ontario
44,Male,New Brunswick
79,Male,Alberta
53,Female,Ontario
19,Female,Quebec
70,Female,British Columbia
36,Female,Quebec
45,Male,Ontario
80,Female,Quebec
24,Female,New Brunswick
71,Female,Nova Scotia
36,Male,New Brunswick
19,Male,Alberta
74,Female,British Columbia
46,Female,British Columbia
47,Female,Ontario
55,Female,New Brunswick
59,Female,Ontario
59,Male,Alberta
68,Female,Quebec
69,Female,British Columbia
68,Female,Newfoundland and Labrador
46,Female,Newfoundland and Labrador
80,Female,New Brunswick
66,Female,Alberta
32,Female,Ontario
30,Female,Alberta
73,Female,British Columbia
43,Male,Quebec
48,Male,Quebec
56,Male,New Brunswick
22,Female,Quebec
62,Male,Quebec
29,Female,Quebec
60,Female,Ontario
48,Male,Ontario
36,Male,Quebec
80,Female,Manitoba
52,Male,Alberta
58,Male,Quebec
44,Female,Quebec
65,Male,Quebec
70,Female,Alberta
63,Male,New Brunswick
52,Male,Ontario
67,Male,Newfoundland and Labrador
55,Male,Quebec
50,Male,British Columbia
22,Female,British Columbia
80,Male,Saskatchewan
68,Female,Ontario
69,Female,Ontario
33,Male,Quebec
80,Female,Ontario
26,Male,British Columbia
63,Male,Nova Scotia
47,Female,Alberta
56,Female,Ontario
45,Female,Quebec
80,Female,Ontario
20,Male,British Columbia
38,Male,Ontario
35,Male,Alberta
29,Male,Saskatchewan
22,Female,Ontario
63,Female,New Brunswick
55,Male,Ontario
79,Female,Ontario
26,Female,New Brunswick
52,Female,Quebec
70,Female,Ontario
72,Female,Saskatchewan
72,Male,Ontario
61,Male,Saskatchewan
63,Female,Prince Edward Island
42,Male,Alberta
71,Female,Ontario
60,Female,British Columbia
32,Male,Newfoundland and Labrador
70,Female,British Columbia
46,Male,Quebec
30,Male,Nova Scotia
65,Male,Quebec
69,Female,Prince Edward Island
68,Female,Ontario
57,Male,Ontario
71,Female,British Columbia
80,Female,Manitoba
30,Female,Prince Edward Island
51,Female,Newfoundland and Labrador
72,Female,New Brunswick
34,Male,Quebec
36,Male,Quebec
31,Female,Saskatchewan
32,Male,Ontario
65,Female,Nova Scotia
69,Male,Nova Scotia
62,Male,Ontario
34,Male,Ontario
61,Male,Ontario
77,Female,Manitoba
22,Male,Ontario
28,Male,Quebec
51,Male,British Columbia
39,Male,Alberta
72,Male,British Columbia
43,Male,British Columbia
52,Male,Alberta
75,Male,Saskatchewan
22,Male,British Columbia
48,Male,Manitoba
32,Female,Ontario
66,Female,Quebec
59,Male,Newfoundland and Labrador
35,Male,Alberta
37,Male,Ontario
76,Female,Ontario
80,Female,Ontario
48,Female,Ontario
61,Male,Quebec
28,Female,Newfoundland and Labrador
80,Female,Ontario
80,Male,British Columbia
80,Female,Ontario
77,Female,Prince Edward Island
58,Female,Alberta
70,Female,Alberta
22,Female,Ontario
58,Female,British Columbia
65,Female,Quebec
21,Male,Manitoba
59,Male,Saskatchewan
44,Female,Ontario
78,Female,Alberta
64,Male,Saskatchewan
35,Male,Nova Scotia
64,Female,British Columbia
34,Male,Quebec
57,Male,British Columbia
51,Male,Quebec
38,Male,New Brunswick
57,Male,Alberta
29,Female,Alberta
70,Female,Ontario
61,Female,Quebec
68,Male,British Columbia
72,Female,Saskatchewan
62,Female,Nova Scotia
38,Male,Alberta
40,Female,Ontario
64,Female,Manitoba
37,Female,Ontario
32,Female,New Brunswick
27,Female,Ontario
50,Male,Ontario
36,Female,Quebec
72,Female,Quebec
77,Male,British Columbia
71,Female,British Columbia
61,Female,New Brunswick
42,Female,Ontario
36,Female,New Brunswick
73,Female,Quebec
78,Male,British Columbia
54,Female,Newfoundland and Labrador
53,Male,Prince Edward Island
57,Male,British Columbia
56,Female,New Brunswick
50,Female,Quebec
33,Female,Ontario
30,Male,British Columbia
19,Female,Quebec
40,Female,Prince Edward Island
52,Male,Quebec
76,Female,Saskatchewan
47,Male,New Brunswick
51,Male,Quebec
80,Male,Nova Scotia
46,Female,British Columbia
39,Male,Quebec
37,Female,Prince Edward Island
77,Male,Alberta
55,Male,Alberta
51,Male,New Brunswick
62,Female,Ontario
26,Female,New Brunswick
72,Female,Nova Scotia
68,Female,Manitoba
52,Male,Manitoba
30,Female,Newfoundland and Labrador
46,Male,Ontario
26,Female,Quebec
60,Male,Quebec
71,Male,British Columbia
79,Female,British Columbia
80,Male,Quebec
70,Male,British Columbia
57,Male,Saskatchewan
80,Female,Prince Edward Island
77,Female,Ontario
36,Female,Ontario
62,Female,Quebec
38,Female,Nova Scotia
25,Female,Ontario
48,Male,Ontario
66,Male,New Brunswick
64,Male,Ontario
33,Female,Ontario
65,Female,Ontario
31,Female,Ontario
49,Female,Ontario
55,Male,Ontario
69,Male,British Columbia
29,Male,New Brunswick
47,Female,Quebec
77,Female,Prince Edward Island
53,Male,Manitoba
80,Male,British Columbia
36,Male,Quebec
80,Male,New Brunswick
74,Male,Nova Scotia
33,Female,Quebec
78,Male,Newfoundland and Labrador
69,Female,Saskatchewan
55,Female,New Brunswick
42,Male,Ontario
22,Male,Quebec
53,Female,Nova Scotia
46,Female,Prince Edward Island
32,Female,Alberta
27,Female,Quebec
30,Male,Alberta
75,Male,Saskatchewan
55,Female,Quebec
68,Female,Manitoba
42,Female,Quebec
67,Female,New Brunswick
47,Female,Alberta
60,Male,Ontario
75,Male,Ontario
26,Female,Nova Scotia
52,Male,Quebec
73,Male,Quebec
44,Female,Ontario
42,Male,Ontario
63,Female,Nova Scotia
39,Female,Saskatchewan
56,Male,Ontario
59,Female,British Columbia
50,Female,Alberta
31,Female,British Columbia
72,Female,Ontario
55,Female,Quebec
34,Male,Manitoba
44,Female,Ontario
37,Male,Quebec
26,Female,Ontario
20,Male,Ontario
67,Female,Ontario
50,Female,Quebec
34,Female,Saskatchewan
80,Female,Quebec
77,Female,Ontario
69,Female,British Columbia
65,Female,Ontario
47,Male,Ontario
22,Female,Ontario
57,Female,Nova Scotia
21,Male,New Brunswick
79,Male,New Brunswick
41,Female,Newfoundland and Labrador
35,Female,Prince Edward Island
24,Male,Alberta
56,Female,Alberta
33,Female,New Brunswick
28,Female,Quebec
60,Female,Quebec
59,Female,Ontario
29,Female,Manitoba
53,Male,Prince Edward Island
75,Female,Ontario
64,Female,Nova Scotia
63,Female,Quebec
27,Male,Quebec
23,Male,Quebec
30,Male,Ontario
59,Female,British Columbia
70,Male,Quebec
29,Female,Ontario
73,Male,Nova Scotia
24,Male,Manitoba
75,Male,Alberta
29,Male,Nova Scotia
51,Female,Quebec
30,Female,Quebec
23,Male,Nova Scotia
80,Female,Ontario
52,Male,Quebec
61,Female,Nova Scotia
48,Male,Newfoundland and Labrador
24,Female,British Columbia
66,Female,Ontario
55,Female,Quebec
80,Female,Manitoba
65,Male,Ontario
59,Female,Ontario
38,Female,Saskatchewan
47,Female,Ontario
62,Female,Ontario
60,Female,British Columbia
56,Male,New Brunswick
25,Male,Alberta
19,Female,New Brunswick
50,Male,Ontario
49,Male,Quebec
74,Female,New Brunswick
58,Male,Ontario
35,Female,Saskatchewan
60,Female,British Columbia
73,Male,Manitoba
58,Female,Ontario
18,Female,Alberta
27,Female,Saskatchewan
64,Female,Quebec
69,Female,Ontario
39,Male,Ontario
63,Male,British Columbia
65,Male,Ontario
54,Female,Quebec
23,Male,Quebec
68,Male,Alberta
73,Male,Nova Scotia
80,Male,Ontario
52,Female,British Columbia
69,Male,Manitoba
42,Male,Ontario
46,Female,Ontario
75,Female,Quebec
39,Male,Prince Edward Island
35,Female,Ontario
47,Female,British Columbia
76,Female,Ontario
19,Female,Alberta
48,Female,Ontario
67,Female,Manitoba
34,Female,Ontario
77,Male,Saskatchewan
66,Female,Quebec
61,Female,British Columbia
69,Male,British Columbia
74,Female,Quebec
41,Male,British Columbia
61,Female,Ontario
61,Male,New Brunswick
73,Female,Ontario
75,Male,Prince Edward Island
18,Female,Newfoundland and Labrador
54,Male,Nova Scotia
30,Female,Quebec
58,Female,Ontario
44,Male,Nova Scotia
32,Female,British Columbia
27,Male,Nova Scotia
77,Male,British Columbia
36,Male,Quebec
80,Male,New Brunswick
47,Male,Ontario
56,Male,Ontario
64,Male,Newfoundland and Labrador
71,Female,Ontario
62,Male,Alberta
80,Female,British Columbia
59,Female,Nova Scotia
67,Male,Quebec
67,Male,Ontario
60,Female,Quebec
43,Male,Quebec
51,Female,Saskatchewan
80,Female,Manitoba
52,Female,Ontario
38,Female,British Columbia
52,Male,New Brunswick
68,Female,Quebec
63,Female,Alberta
54,Male,Ontario
48,Female,Nova Scotia
46,Male,New Brunswick
41,Female,Quebec
18,Female,Ontario
71,Male,Ontario
71,Female,Alberta
74,Male,Quebec
73,Female,Ontario
73,Female,Ontario
68,Female,Ontario
54,Male,Ontario
80,Female,Ontario
