gender,age,province,cps19_votechoice,cps19_votechoice_pr,pes19_votechoice2019,vote_choice,vote_Justin_Trudeau,vote_Andrew_Scheer
Male,39,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,54,Ontario,Don't know/ Prefer not to answer,"NA",Liberal Party,Liberal Party,1,0
Female,48,Newfoundland and Labrador,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,36,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,71,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,49,Quebec,Green Party,"NA",Green Party,Green Party,0,0
Male,52,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Male,31,Manitoba,Conservative Party,"NA","NA",Conservative Party,0,1
Female,42,Quebec,People's Party,"NA","NA",People's Party,0,0
Female,76,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,49,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,48,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,72,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,73,Ontario,ndp,"NA","NA",ndp,0,0
Male,29,Ontario,ndp,"NA","NA",ndp,0,0
Female,60,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,75,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,32,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,62,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,19,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,38,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,61,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,62,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,44,Ontario,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Female,34,British Columbia,ndp,"NA",NDP,NDP,0,0
Male,24,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Nova Scotia,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Male,31,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,34,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,48,Ontario,Liberal Party,"NA",NDP,NDP,0,0
Male,64,Ontario,ndp,"NA",NDP,NDP,0,0
Male,32,Alberta,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,31,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,64,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,76,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,75,Newfoundland and Labrador,Liberal Party,"NA",Conservative Party,Conservative Party,0,1
Female,68,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,57,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,47,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,31,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,18,Ontario,NA,Liberal Party,"NA",Liberal Party,1,0
Male,69,Nova Scotia,Liberal Party,"NA",NDP,NDP,0,0
Female,28,Ontario,ndp,"NA","NA",ndp,0,0
Male,39,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,61,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,45,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,31,Manitoba,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,68,Newfoundland and Labrador,Conservative Party,"NA",Liberal Party,Liberal Party,1,0
Female,59,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,36,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,59,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,69,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,64,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,54,Ontario,ndp,"NA","NA",ndp,0,0
Male,34,Ontario,ndp,"NA",Liberal Party,Liberal Party,1,0
Female,51,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,70,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,35,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,39,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,48,Newfoundland and Labrador,Conservative Party,"NA","NA",Conservative Party,0,1
Female,39,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,39,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,51,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,64,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,56,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,63,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,72,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,49,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,35,Ontario,ndp,"NA",Liberal Party,Liberal Party,1,0
Female,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,43,Quebec,ndp,"NA","NA",ndp,0,0
Female,32,Nova Scotia,Green Party,"NA","NA",Green Party,0,0
Male,69,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,67,Newfoundland and Labrador,ndp,"NA","NA",ndp,0,0
Female,48,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,56,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,53,Ontario,Don't know/ Prefer not to answer,"NA",Green Party,Green Party,0,0
Male,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,30,Ontario,ndp,"NA","NA",ndp,0,0
Male,47,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,45,Quebec,Conservative Party,"NA",Liberal Party,Liberal Party,1,0
Male,40,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,46,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,41,Quebec,ndp,"NA","NA",ndp,0,0
Male,57,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,33,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,67,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,55,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,75,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,55,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,19,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,67,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,68,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,68,Alberta,Conservative Party,"NA","NA",Conservative Party,0,1
Male,40,Ontario,ndp,"NA","NA",ndp,0,0
Female,35,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,61,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,57,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,30,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,19,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,45,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,70,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,55,Ontario,Green Party,"NA",NDP,NDP,0,0
Male,65,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,44,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,71,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,62,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,70,Ontario,ndp,"NA","NA",ndp,0,0
Male,36,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,56,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,72,Ontario,Conservative Party,"NA",Liberal Party,Liberal Party,1,0
Female,59,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,52,Quebec,ndp,"NA","NA",ndp,0,0
Female,62,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,58,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,34,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,27,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,56,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,55,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,72,Ontario,ndp,"NA",NDP,NDP,0,0
Female,54,Ontario,People's Party,"NA","NA",People's Party,0,0
Female,30,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,62,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,76,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,64,Quebec,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Male,78,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,26,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,54,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,63,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,76,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,62,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,42,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,44,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,64,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,40,New Brunswick,ndp,"NA","NA",ndp,0,0
Female,53,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,50,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,New Brunswick,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
Male,53,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,29,Ontario,NA,Conservative Party,"NA",Conservative Party,0,1
Female,49,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,49,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,69,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,56,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,71,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,63,British Columbia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,53,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,56,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,70,Ontario,Conservative Party,"NA",Liberal Party,Liberal Party,1,0
Female,49,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,67,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,48,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,53,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,40,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,75,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,63,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,38,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,31,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,37,Quebec,ndp,"NA","NA",ndp,0,0
Female,62,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,52,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,46,Ontario,ndp,"NA","NA",ndp,0,0
Male,47,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,57,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Ontario,Green Party,"NA",Liberal Party,Liberal Party,1,0
Female,67,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,66,Ontario,People's Party,"NA",Conservative Party,Conservative Party,0,1
Male,67,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,67,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,61,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,38,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,65,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,70,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Male,76,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,39,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,56,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,70,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Male,65,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Female,62,Manitoba,Liberal Party,"NA","NA",Liberal Party,1,0
Male,45,Quebec,Green Party,"NA","NA",Green Party,0,0
Male,40,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,49,Ontario,ndp,"NA","NA",ndp,0,0
Female,55,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,65,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,70,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,42,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,25,Ontario,ndp,"NA","NA",ndp,0,0
Female,40,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,59,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,47,Quebec,People's Party,"NA","NA",People's Party,0,0
Female,67,Ontario,ndp,"NA","NA",ndp,0,0
Male,70,Newfoundland and Labrador,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,73,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,46,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,34,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,30,Nova Scotia,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,71,Quebec,People's Party,"NA","NA",People's Party,0,0
Male,47,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,57,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,68,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,57,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,61,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,44,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,46,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,45,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,48,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Ontario,NA,ndp,"NA",ndp,0,0
Female,34,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,73,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,55,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,50,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,54,Quebec,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,65,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,41,Ontario,ndp,"NA","NA",ndp,0,0
Female,51,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,58,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,75,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,71,Nova Scotia,Liberal Party,"NA","NA",Liberal Party,1,0
Male,62,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,76,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,71,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,57,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,51,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,67,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,75,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,50,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,61,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,42,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,73,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,53,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Male,70,Nova Scotia,Liberal Party,"NA",NDP,NDP,0,0
Male,31,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,38,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Female,46,Nova Scotia,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,51,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,72,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Male,53,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Male,72,Newfoundland and Labrador,Liberal Party,"NA","NA",Liberal Party,1,0
Female,67,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,48,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,55,Quebec,Another party (please specify),"NA","NA",Another party (please specify),0,0
Female,66,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,73,Quebec,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Female,36,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,72,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,61,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,57,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,70,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,63,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Male,59,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Female,45,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,78,Nova Scotia,Conservative Party,"NA","NA",Conservative Party,0,1
Male,40,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,57,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,44,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,30,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,46,Ontario,Don't know/ Prefer not to answer,"NA",Conservative Party,Conservative Party,0,1
Female,73,Ontario,Green Party,"NA","NA",Green Party,0,0
Female,66,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,63,Ontario,Green Party,"NA","NA",Green Party,0,0
Male,46,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,60,Ontario,ndp,"NA",Liberal Party,Liberal Party,1,0
Male,68,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Female,35,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,70,Ontario,Conservative Party,"NA",Conservative Party,Conservative Party,0,1
Male,35,Quebec,Green Party,"NA","NA",Green Party,0,0
Female,40,Quebec,Conservative Party,"NA","NA",Conservative Party,0,1
Female,65,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,42,Ontario,Green Party,"NA",Green Party,Green Party,0,0
Male,75,Ontario,Liberal Party,"NA",Conservative Party,Conservative Party,0,1
Female,63,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,69,Nova Scotia,ndp,"NA","NA",ndp,0,0
Female,76,Ontario,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Female,36,New Brunswick,Liberal Party,"NA","NA",Liberal Party,1,0
Female,54,Ontario,Liberal Party,"NA","NA",Liberal Party,1,0
Male,32,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Female,33,Ontario,ndp,"NA",Liberal Party,Liberal Party,1,0
Female,54,Quebec,Don't know/ Prefer not to answer,"NA","NA",Don't know/ Prefer not to answer,0,0
Male,62,New Brunswick,Conservative Party,"NA","NA",Conservative Party,0,1
Female,51,Quebec,Bloc Québécois,"NA","NA",Bloc Québécois,0,0
Male,66,Ontario,Liberal Party,"NA",Liberal Party,Liberal Party,1,0
Female,30,Ontario,Conservative Party,"NA","NA",Conservative Party,0,1
Female,42,Quebec,Liberal Party,"NA","NA",Liberal Party,1,0
Male,64,Ontario,Don't know/ Prefer not to answer,"NA",NDP,NDP,0,0
